,Unnamed: 0,location,capital,lat,lon,year,month,new_cases,date,richter,date-2
299,299,Argentina,Buenos Aires,-36.3,-60,2020,12,1798120,12/1/2020,7,20-Dec
300,300,Argentina,Buenos Aires,-36.3,-60,2021,1,3013450,1/1/2021,7,21-Jan
301,301,Argentina,Buenos Aires,-36.3,-60,2021,2,2114010,2/1/2021,7,21-Feb
302,302,Argentina,Buenos Aires,-36.3,-60,2021,3,2818380,3/1/2021,7,21-Mar
303,303,Argentina,Buenos Aires,-36.3,-60,2021,4,5463850,4/1/2021,7,21-Apr
304,304,Argentina,Buenos Aires,-36.3,-60,2021,5,6938810,5/1/2021,7,21-May
305,305,Argentina,Buenos Aires,-36.3,-60,2021,6,4893000,6/1/2021,7,21-Jun
306,306,Argentina,Buenos Aires,-36.3,-60,2021,7,3921280,7/1/2021,7,21-Jul
307,307,Argentina,Buenos Aires,-36.3,-60,2021,8,2486190,8/1/2021,7,21-Aug
308,308,Argentina,Buenos Aires,-36.3,-60,2021,9,1569170,9/1/2021,7,21-Sep
309,309,Argentina,Buenos Aires,-36.3,-60,2021,10,1413960,10/1/2021,7,21-Oct
310,310,Argentina,Buenos Aires,-36.3,-60,2021,11,1454430,11/1/2021,7,21-Nov
311,311,Argentina,Buenos Aires,-36.3,-60,2021,12,4202410,12/1/2021,7,21-Dec
312,312,Argentina,Buenos Aires,-36.3,-60,2022,1,17999710,1/1/2022,8,22-Jan
313,313,Argentina,Buenos Aires,-36.3,-60,2022,2,2498440,2/1/2022,7,22-Feb
314,314,Argentina,Buenos Aires,-36.3,-60,2022,3,1914050,3/1/2022,7,22-Mar
315,315,Argentina,Buenos Aires,-36.3,-60,2022,4,1719120,4/1/2022,7,22-Apr
316,316,Argentina,Buenos Aires,-36.3,-60,2022,5,2989520,5/1/2022,7,22-May
317,317,Argentina,Buenos Aires,-36.3,-60,2022,6,2185390,6/1/2022,7,22-Jun
318,318,Argentina,Buenos Aires,-36.3,-60,2022,7,3204300,7/1/2022,7,22-Jul
319,319,Argentina,Buenos Aires,-36.3,-60,2022,8,2362830,8/1/2022,7,22-Aug
320,320,Argentina,Buenos Aires,-36.3,-60,2022,9,1204030,9/1/2022,7,22-Sep
321,321,Argentina,Buenos Aires,-36.3,-60,2022,10,1571780,10/1/2022,7,22-Oct
322,322,Argentina,Buenos Aires,-36.3,-60,2022,11,2001830,11/1/2022,7,22-Nov
323,323,Argentina,Buenos Aires,-36.3,-60,2022,12,2716310,12/1/2022,7,22-Dec
324,324,Argentina,Buenos Aires,-36.3,-60,2023,1,324560,1/1/2023,6,23-Jan
325,325,Argentina,Buenos Aires,-36.3,-60,2023,2,763540,2/1/2023,6,23-Feb
326,326,Argentina,Buenos Aires,-36.3,-60,2023,3,0,3/1/2023,0,23-Mar
327,327,Argentina,Buenos Aires,-36.3,-60,2023,4,0,4/1/2023,0,23-Apr
328,328,Argentina,Buenos Aires,-36.3,-60,2023,5,0,5/1/2023,0,23-May
329,329,Argentina,Buenos Aires,-36.3,-60,2023,6,31940,6/1/2023,5,23-Jun
330,330,Argentina,Buenos Aires,-36.3,-60,2023,7,0,7/1/2023,0,23-Jul
331,331,Argentina,Buenos Aires,-36.3,-60,2023,8,0,8/1/2023,0,23-Aug
332,332,Argentina,Buenos Aires,-36.3,-60,2023,9,409820,9/1/2023,6,23-Sep
333,333,Argentina,Buenos Aires,-36.3,-60,2023,10,0,10/1/2023,0,23-Oct
334,334,Argentina,Buenos Aires,-36.3,-60,2023,11,0,11/1/2023,0,23-Nov
335,335,Argentina,Buenos Aires,-36.3,-60,2023,12,0,12/1/2023,0,23-Dec
336,336,Armenia,Yerevan,40.1,44.31,2020,1,50180,1/1/2020,5,20-Jan
337,337,Armenia,Yerevan,40.1,44.31,2020,2,47230,2/1/2020,5,20-Feb
338,338,Armenia,Yerevan,40.1,44.31,2020,3,52870,3/1/2020,5,20-Mar
339,339,Armenia,Yerevan,40.1,44.31,2020,4,70000,4/1/2020,5,20-Apr
340,340,Armenia,Yerevan,40.1,44.31,2020,5,115470,5/1/2020,6,20-May
341,341,Armenia,Yerevan,40.1,44.31,2020,6,152730,6/1/2020,6,20-Jun
342,342,Armenia,Yerevan,40.1,44.31,2020,7,116010,7/1/2020,6,20-Jul
343,343,Armenia,Yerevan,40.1,44.31,2020,8,76750,8/1/2020,5,20-Aug
344,344,Armenia,Yerevan,40.1,44.31,2020,9,89640,9/1/2020,5,20-Sep
345,345,Armenia,Yerevan,40.1,44.31,2020,10,373720,10/1/2020,6,20-Oct
346,346,Armenia,Yerevan,40.1,44.31,2020,11,275980,11/1/2020,6,20-Nov
347,347,Armenia,Yerevan,40.1,44.31,2020,12,173510,12/1/2020,6,20-Dec
348,348,Armenia,Yerevan,40.1,44.31,2021,1,101460,1/1/2021,6,21-Jan
349,349,Armenia,Yerevan,40.1,44.31,2021,2,89790,2/1/2021,5,21-Feb
350,350,Armenia,Yerevan,40.1,44.31,2021,3,220670,3/1/2021,6,21-Mar
351,351,Armenia,Yerevan,40.1,44.31,2021,4,189950,4/1/2021,6,21-Apr
352,352,Armenia,Yerevan,40.1,44.31,2021,5,85670,5/1/2021,5,21-May
353,353,Armenia,Yerevan,40.1,44.31,2021,6,77260,6/1/2021,5,21-Jun
354,354,Armenia,Yerevan,40.1,44.31,2021,7,97430,7/1/2021,5,21-Jul
355,355,Armenia,Yerevan,40.1,44.31,2021,8,147240,8/1/2021,6,21-Aug
356,356,Armenia,Yerevan,40.1,44.31,2021,9,184640,9/1/2021,6,21-Sep
357,357,Armenia,Yerevan,40.1,44.31,2021,10,408120,10/1/2021,6,21-Oct
358,358,Armenia,Yerevan,40.1,44.31,2021,11,173590,11/1/2021,6,21-Nov
359,359,Armenia,Yerevan,40.1,44.31,2021,12,79390,12/1/2021,5,21-Dec
360,360,Armenia,Yerevan,40.1,44.31,2022,1,245100,1/1/2022,6,22-Jan
361,361,Armenia,Yerevan,40.1,44.31,2022,2,208120,2/1/2022,6,22-Feb
362,362,Armenia,Yerevan,40.1,44.31,2022,3,61630,3/1/2022,5,22-Mar
363,363,Armenia,Yerevan,40.1,44.31,2022,4,48930,4/1/2022,5,22-Apr
364,364,Armenia,Yerevan,40.1,44.31,2022,5,68750,5/1/2022,5,22-May
365,365,Armenia,Yerevan,40.1,44.31,2022,6,30120,6/1/2022,5,22-Jun
366,366,Armenia,Yerevan,40.1,44.31,2022,7,35880,7/1/2022,5,22-Jul
367,367,Armenia,Yerevan,40.1,44.31,2022,8,104340,8/1/2022,6,22-Aug
368,368,Armenia,Yerevan,40.1,44.31,2022,9,66150,9/1/2022,5,22-Sep
369,369,Armenia,Yerevan,40.1,44.31,2022,10,45620,10/1/2022,5,22-Oct
370,370,Armenia,Yerevan,40.1,44.31,2022,11,37460,11/1/2022,5,22-Nov
371,371,Armenia,Yerevan,40.1,44.31,2022,12,58360,12/1/2022,5,22-Dec
372,372,Armenia,Yerevan,40.1,44.31,2023,1,320,1/1/2023,3,23-Jan
373,373,Armenia,Yerevan,40.1,44.31,2023,2,4870,2/1/2023,4,23-Feb
374,374,Armenia,Yerevan,40.1,44.31,2023,3,0,3/1/2023,0,23-Mar
375,375,Armenia,Yerevan,40.1,44.31,2023,4,0,4/1/2023,0,23-Apr
376,376,Armenia,Yerevan,40.1,44.31,2023,5,0,5/1/2023,0,23-May
377,377,Armenia,Yerevan,40.1,44.31,2023,6,0,6/1/2023,0,23-Jun
378,378,Armenia,Yerevan,40.1,44.31,2023,7,0,7/1/2023,0,23-Jul
379,379,Armenia,Yerevan,40.1,44.31,2023,8,3010,8/1/2023,4,23-Aug
380,380,Armenia,Yerevan,40.1,44.31,2023,9,230,9/1/2023,3,23-Sep
381,381,Armenia,Yerevan,40.1,44.31,2023,10,0,10/1/2023,0,23-Oct
382,382,Armenia,Yerevan,40.1,44.31,2023,11,0,11/1/2023,0,23-Nov
383,383,Armenia,Yerevan,40.1,44.31,2023,12,0,12/1/2023,0,23-Dec
384,384,Aruba,Oranjestad,12.32,-70.02,2020,1,1660,1/1/2020,4,20-Jan
385,385,Aruba,Oranjestad,12.32,-70.02,2020,2,1890,2/1/2020,4,20-Feb
386,386,Aruba,Oranjestad,12.32,-70.02,2020,3,2110,3/1/2020,4,20-Mar
387,387,Aruba,Oranjestad,12.32,-70.02,2020,4,1240,4/1/2020,4,20-Apr
388,388,Aruba,Oranjestad,12.32,-70.02,2020,5,1510,5/1/2020,4,20-May
389,389,Aruba,Oranjestad,12.32,-70.02,2020,6,1580,6/1/2020,4,20-Jun
390,390,Aruba,Oranjestad,12.32,-70.02,2020,7,2220,7/1/2020,4,20-Jul
391,391,Aruba,Oranjestad,12.32,-70.02,2020,8,14770,8/1/2020,5,20-Aug
392,392,Aruba,Oranjestad,12.32,-70.02,2020,9,12040,9/1/2020,5,20-Sep
393,393,Aruba,Oranjestad,12.32,-70.02,2020,10,5280,10/1/2020,4,20-Oct
394,394,Aruba,Oranjestad,12.32,-70.02,2020,11,4130,11/1/2020,4,20-Nov
395,395,Aruba,Oranjestad,12.32,-70.02,2020,12,6460,12/1/2020,4,20-Dec
396,396,Aruba,Oranjestad,12.32,-70.02,2021,1,11100,1/1/2021,5,21-Jan
397,397,Aruba,Oranjestad,12.32,-70.02,2021,2,8360,2/1/2021,4,21-Feb
398,398,Aruba,Oranjestad,12.32,-70.02,2021,3,14850,3/1/2021,5,21-Mar
399,399,Aruba,Oranjestad,12.32,-70.02,2021,4,9740,4/1/2021,4,21-Apr
400,400,Aruba,Oranjestad,12.32,-70.02,2021,5,4790,5/1/2021,4,21-May
401,401,Aruba,Oranjestad,12.32,-70.02,2021,6,6660,6/1/2021,4,21-Jun
402,402,Aruba,Oranjestad,12.32,-70.02,2021,7,9790,7/1/2021,4,21-Jul
403,403,Aruba,Oranjestad,12.32,-70.02,2021,8,20140,8/1/2021,5,21-Aug
404,404,Aruba,Oranjestad,12.32,-70.02,2021,9,8360,9/1/2021,4,21-Sep
405,405,Aruba,Oranjestad,12.32,-70.02,2021,10,6280,10/1/2021,4,21-Oct
406,406,Aruba,Oranjestad,12.32,-70.02,2021,11,6770,11/1/2021,4,21-Nov
407,407,Aruba,Oranjestad,12.32,-70.02,2021,12,42880,12/1/2021,5,21-Dec
408,408,Aruba,Oranjestad,12.32,-70.02,2022,1,48320,1/1/2022,5,22-Jan
409,409,Aruba,Oranjestad,12.32,-70.02,2022,2,9340,2/1/2022,4,22-Feb
410,410,Aruba,Oranjestad,12.32,-70.02,2022,3,14650,3/1/2022,5,22-Mar
411,411,Aruba,Oranjestad,12.32,-70.02,2022,4,21760,4/1/2022,5,22-Apr
412,412,Aruba,Oranjestad,12.32,-70.02,2022,5,41430,5/1/2022,5,22-May
413,413,Aruba,Oranjestad,12.32,-70.02,2022,6,29870,6/1/2022,5,22-Jun
414,414,Aruba,Oranjestad,12.32,-70.02,2022,7,16780,7/1/2022,5,22-Jul
415,415,Aruba,Oranjestad,12.32,-70.02,2022,8,21140,8/1/2022,5,22-Aug
416,416,Aruba,Oranjestad,12.32,-70.02,2022,9,5540,9/1/2022,4,22-Sep
417,417,Aruba,Oranjestad,12.32,-70.02,2022,10,14440,10/1/2022,5,22-Oct
418,418,Aruba,Oranjestad,12.32,-70.02,2022,11,11560,11/1/2022,5,22-Nov
419,419,Aruba,Oranjestad,12.32,-70.02,2022,12,6620,12/1/2022,4,22-Dec
420,420,Aruba,Oranjestad,12.32,-70.02,2023,1,750,1/1/2023,3,23-Jan
421,421,Aruba,Oranjestad,12.32,-70.02,2023,2,0,2/1/2023,0,23-Feb
422,422,Aruba,Oranjestad,12.32,-70.02,2023,3,0,3/1/2023,0,23-Mar
423,423,Aruba,Oranjestad,12.32,-70.02,2023,4,0,4/1/2023,0,23-Apr
424,424,Aruba,Oranjestad,12.32,-70.02,2023,5,1080,5/1/2023,4,23-May
425,425,Aruba,Oranjestad,12.32,-70.02,2023,6,0,6/1/2023,0,23-Jun
426,426,Aruba,Oranjestad,12.32,-70.02,2023,7,0,7/1/2023,0,23-Jul
427,427,Aruba,Oranjestad,12.32,-70.02,2023,8,0,8/1/2023,0,23-Aug
428,428,Aruba,Oranjestad,12.32,-70.02,2023,9,330,9/1/2023,3,23-Sep
429,429,Aruba,Oranjestad,12.32,-70.02,2023,10,0,10/1/2023,0,23-Oct
430,430,Aruba,Oranjestad,12.32,-70.02,2023,11,0,11/1/2023,0,23-Nov
431,431,Aruba,Oranjestad,12.32,-70.02,2023,12,760,12/1/2023,3,23-Dec
432,432,Australia,Canberra,-35.15,149.08,2020,1,11780,1/1/2020,5,20-Jan
433,433,Australia,Canberra,-35.15,149.08,2020,2,9470,2/1/2020,4,20-Feb
434,434,Australia,Canberra,-35.15,149.08,2020,3,54170,3/1/2020,5,20-Mar
435,435,Australia,Canberra,-35.15,149.08,2020,4,17140,4/1/2020,5,20-Apr
436,436,Australia,Canberra,-35.15,149.08,2020,5,10990,5/1/2020,5,20-May
437,437,Australia,Canberra,-35.15,149.08,2020,6,13880,6/1/2020,5,20-Jun
438,438,Australia,Canberra,-35.15,149.08,2020,7,80820,7/1/2020,5,20-Jul
439,439,Australia,Canberra,-35.15,149.08,2020,8,42770,8/1/2020,5,20-Aug
440,440,Australia,Canberra,-35.15,149.08,2020,9,13050,9/1/2020,5,20-Sep
441,441,Australia,Canberra,-35.15,149.08,2020,10,9950,10/1/2020,4,20-Oct
442,442,Australia,Canberra,-35.15,149.08,2020,11,11120,11/1/2020,5,20-Nov
443,443,Australia,Canberra,-35.15,149.08,2020,12,9110,12/1/2020,4,20-Dec
444,444,Australia,Canberra,-35.15,149.08,2021,1,71550,1/1/2021,5,21-Jan
445,445,Australia,Canberra,-35.15,149.08,2021,2,65880,2/1/2021,5,21-Feb
446,446,Australia,Canberra,-35.15,149.08,2021,3,75540,3/1/2021,5,21-Mar
447,447,Australia,Canberra,-35.15,149.08,2021,4,76940,4/1/2021,5,21-Apr
448,448,Australia,Canberra,-35.15,149.08,2021,5,69540,5/1/2021,5,21-May
449,449,Australia,Canberra,-35.15,149.08,2021,6,73400,6/1/2021,5,21-Jun
450,450,Australia,Canberra,-35.15,149.08,2021,7,106440,7/1/2021,6,21-Jul
451,451,Australia,Canberra,-35.15,149.08,2021,8,245190,8/1/2021,6,21-Aug
452,452,Australia,Canberra,-35.15,149.08,2021,9,395410,9/1/2021,6,21-Sep
453,453,Australia,Canberra,-35.15,149.08,2021,10,465840,10/1/2021,6,21-Oct
454,454,Australia,Canberra,-35.15,149.08,2021,11,301440,11/1/2021,6,21-Nov
455,455,Australia,Canberra,-35.15,149.08,2021,12,2023540,12/1/2021,7,21-Dec
456,456,Australia,Canberra,-35.15,149.08,2022,1,15979910,1/1/2022,8,22-Jan
457,457,Australia,Canberra,-35.15,149.08,2022,2,6393300,2/1/2022,7,22-Feb
458,458,Australia,Canberra,-35.15,149.08,2022,3,12863470,3/1/2022,8,22-Mar
459,459,Australia,Canberra,-35.15,149.08,2022,4,10954270,4/1/2022,8,22-Apr
460,460,Australia,Canberra,-35.15,149.08,2022,5,11613690,5/1/2022,8,22-May
461,461,Australia,Canberra,-35.15,149.08,2022,6,8942780,6/1/2022,7,22-Jun
462,462,Australia,Canberra,-35.15,149.08,2022,7,12083200,7/1/2022,8,22-Jul
463,463,Australia,Canberra,-35.15,149.08,2022,8,7168200,8/1/2022,7,22-Aug
464,464,Australia,Canberra,-35.15,149.08,2022,9,4266690,9/1/2022,7,22-Sep
465,465,Australia,Canberra,-35.15,149.08,2022,10,4711280,10/1/2022,7,22-Oct
466,466,Australia,Canberra,-35.15,149.08,2022,11,5397230,11/1/2022,7,22-Nov
467,467,Australia,Canberra,-35.15,149.08,2022,12,6982390,12/1/2022,7,22-Dec
468,468,Australia,Canberra,-35.15,149.08,2023,1,559740,1/1/2023,6,23-Jan
469,469,Australia,Canberra,-35.15,149.08,2023,2,722360,2/1/2023,6,23-Feb
470,470,Australia,Canberra,-35.15,149.08,2023,3,28050,3/1/2023,5,23-Mar
471,471,Australia,Canberra,-35.15,149.08,2023,4,16290,4/1/2023,5,23-Apr
472,472,Australia,Canberra,-35.15,149.08,2023,5,538370,5/1/2023,6,23-May
473,473,Australia,Canberra,-35.15,149.08,2023,6,149490,6/1/2023,6,23-Jun
474,474,Australia,Canberra,-35.15,149.08,2023,7,0,7/1/2023,0,23-Jul
475,475,Australia,Canberra,-35.15,149.08,2023,8,33730,8/1/2023,5,23-Aug
476,476,Australia,Canberra,-35.15,149.08,2023,9,162580,9/1/2023,6,23-Sep
477,477,Australia,Canberra,-35.15,149.08,2023,10,35920,10/1/2023,5,23-Oct
478,478,Australia,Canberra,-35.15,149.08,2023,11,11500,11/1/2023,5,23-Nov
479,479,Australia,Canberra,-35.15,149.08,2023,12,282430,12/1/2023,6,23-Dec
480,480,Austria,Vienna,48.12,16.22,2020,1,100970,1/1/2020,6,20-Jan
481,481,Austria,Vienna,48.12,16.22,2020,2,100770,2/1/2020,6,20-Feb
482,482,Austria,Vienna,48.12,16.22,2020,3,193190,3/1/2020,6,20-Mar
483,483,Austria,Vienna,48.12,16.22,2020,4,124040,4/1/2020,6,20-Apr
484,484,Austria,Vienna,48.12,16.22,2020,5,125640,5/1/2020,6,20-May
485,485,Austria,Vienna,48.12,16.22,2020,6,130030,6/1/2020,6,20-Jun
486,486,Austria,Vienna,48.12,16.22,2020,7,136590,7/1/2020,6,20-Jul
487,487,Austria,Vienna,48.12,16.22,2020,8,171360,8/1/2020,6,20-Aug
488,488,Austria,Vienna,48.12,16.22,2020,9,224380,9/1/2020,6,20-Sep
489,489,Austria,Vienna,48.12,16.22,2020,10,563520,10/1/2020,6,20-Oct
490,490,Austria,Vienna,48.12,16.22,2020,11,1147550,11/1/2020,7,20-Nov
491,491,Austria,Vienna,48.12,16.22,2020,12,542600,12/1/2020,6,20-Dec
492,492,Austria,Vienna,48.12,16.22,2021,1,580320,1/1/2021,6,21-Jan
493,493,Austria,Vienna,48.12,16.22,2021,2,574040,2/1/2021,6,21-Feb
494,494,Austria,Vienna,48.12,16.22,2021,3,848840,3/1/2021,6,21-Mar
495,495,Austria,Vienna,48.12,16.22,2021,4,685560,4/1/2021,6,21-Apr
496,496,Austria,Vienna,48.12,16.22,2021,5,415070,5/1/2021,6,21-May
497,497,Austria,Vienna,48.12,16.22,2021,6,312420,6/1/2021,6,21-Jun
498,498,Austria,Vienna,48.12,16.22,2021,7,364310,7/1/2021,6,21-Jul
499,499,Austria,Vienna,48.12,16.22,2021,8,490030,8/1/2021,6,21-Aug
500,500,Austria,Vienna,48.12,16.22,2021,9,611870,9/1/2021,6,21-Sep
501,501,Austria,Vienna,48.12,16.22,2021,10,900970,10/1/2021,6,21-Oct
502,502,Austria,Vienna,48.12,16.22,2021,11,2555130,11/1/2021,7,21-Nov
503,503,Austria,Vienna,48.12,16.22,2021,12,808920,12/1/2021,6,21-Dec
504,504,Austria,Vienna,48.12,16.22,2022,1,5991870,1/1/2022,7,22-Jan
505,505,Austria,Vienna,48.12,16.22,2022,2,5789370,2/1/2022,7,22-Feb
506,506,Austria,Vienna,48.12,16.22,2022,3,8846670,3/1/2022,7,22-Mar
507,507,Austria,Vienna,48.12,16.22,2022,4,2867760,4/1/2022,7,22-Apr
508,508,Austria,Vienna,48.12,16.22,2022,5,2012600,5/1/2022,7,22-May
509,509,Austria,Vienna,48.12,16.22,2022,6,2836910,6/1/2022,7,22-Jun
510,510,Austria,Vienna,48.12,16.22,2022,7,3331330,7/1/2022,7,22-Jul
511,511,Austria,Vienna,48.12,16.22,2022,8,2305240,8/1/2022,7,22-Aug
512,512,Austria,Vienna,48.12,16.22,2022,9,2532540,9/1/2022,7,22-Sep
513,513,Austria,Vienna,48.12,16.22,2022,10,2945490,10/1/2022,7,22-Oct
514,514,Austria,Vienna,48.12,16.22,2022,11,2443020,11/1/2022,7,22-Nov
515,515,Austria,Vienna,48.12,16.22,2022,12,2569410,12/1/2022,7,22-Dec
516,516,Austria,Vienna,48.12,16.22,2023,1,601510,1/1/2023,6,23-Jan
517,517,Austria,Vienna,48.12,16.22,2023,2,943670,2/1/2023,6,23-Feb
518,518,Austria,Vienna,48.12,16.22,2023,3,123560,3/1/2023,6,23-Mar
519,519,Austria,Vienna,48.12,16.22,2023,4,132700,4/1/2023,6,23-Apr
520,520,Austria,Vienna,48.12,16.22,2023,5,61590,5/1/2023,5,23-May
521,521,Austria,Vienna,48.12,16.22,2023,6,52810,6/1/2023,5,23-Jun
522,522,Austria,Vienna,48.12,16.22,2023,7,54470,7/1/2023,5,23-Jul
523,523,Austria,Vienna,48.12,16.22,2023,8,76080,8/1/2023,5,23-Aug
524,524,Austria,Vienna,48.12,16.22,2023,9,18540,9/1/2023,5,23-Sep
525,525,Austria,Vienna,48.12,16.22,2023,10,30190,10/1/2023,5,23-Oct
526,526,Austria,Vienna,48.12,16.22,2023,11,119950,11/1/2023,6,23-Nov
527,527,Austria,Vienna,48.12,16.22,2023,12,100830,12/1/2023,6,23-Dec
528,528,Azerbaijan,Baku,40.29,49.56,2020,1,69730,1/1/2020,5,20-Jan
529,529,Azerbaijan,Baku,40.29,49.56,2020,2,60480,2/1/2020,5,20-Feb
530,530,Azerbaijan,Baku,40.29,49.56,2020,3,72230,3/1/2020,5,20-Mar
531,531,Azerbaijan,Baku,40.29,49.56,2020,4,76140,4/1/2020,5,20-Apr
532,532,Azerbaijan,Baku,40.29,49.56,2020,5,99420,5/1/2020,5,20-May
533,533,Azerbaijan,Baku,40.29,49.56,2020,6,155670,6/1/2020,6,20-Jun
534,534,Azerbaijan,Baku,40.29,49.56,2020,7,137400,7/1/2020,6,20-Jul
535,535,Azerbaijan,Baku,40.29,49.56,2020,8,101410,8/1/2020,6,20-Aug
536,536,Azerbaijan,Baku,40.29,49.56,2020,9,86820,9/1/2020,5,20-Sep
537,537,Azerbaijan,Baku,40.29,49.56,2020,10,202130,10/1/2020,6,20-Oct
538,538,Azerbaijan,Baku,40.29,49.56,2020,11,580400,11/1/2020,6,20-Nov
539,539,Azerbaijan,Baku,40.29,49.56,2020,12,545170,12/1/2020,6,20-Dec
540,540,Azerbaijan,Baku,40.29,49.56,2021,1,173280,1/1/2021,6,21-Jan
541,541,Azerbaijan,Baku,40.29,49.56,2021,2,161290,2/1/2021,6,21-Feb
542,542,Azerbaijan,Baku,40.29,49.56,2021,3,358950,3/1/2021,6,21-Mar
543,543,Azerbaijan,Baku,40.29,49.56,2021,4,453150,4/1/2021,6,21-Apr
544,544,Azerbaijan,Baku,40.29,49.56,2021,5,186170,5/1/2021,6,21-May
545,545,Azerbaijan,Baku,40.29,49.56,2021,6,129550,6/1/2021,6,21-Jun
546,546,Azerbaijan,Baku,40.29,49.56,2021,7,191190,7/1/2021,6,21-Jul
547,547,Azerbaijan,Baku,40.29,49.56,2021,8,751590,8/1/2021,6,21-Aug
548,548,Azerbaijan,Baku,40.29,49.56,2021,9,383480,9/1/2021,6,21-Sep
549,549,Azerbaijan,Baku,40.29,49.56,2021,10,544120,10/1/2021,6,21-Oct
550,550,Azerbaijan,Baku,40.29,49.56,2021,11,418670,11/1/2021,6,21-Nov
551,551,Azerbaijan,Baku,40.29,49.56,2021,12,231030,12/1/2021,6,21-Dec
552,552,Azerbaijan,Baku,40.29,49.56,2022,1,430710,1/1/2022,6,22-Jan
553,553,Azerbaijan,Baku,40.29,49.56,2022,2,564440,2/1/2022,6,22-Feb
554,554,Azerbaijan,Baku,40.29,49.56,2022,3,96170,3/1/2022,5,22-Mar
555,555,Azerbaijan,Baku,40.29,49.56,2022,4,95370,4/1/2022,5,22-Apr
556,556,Azerbaijan,Baku,40.29,49.56,2022,5,95570,5/1/2022,5,22-May
557,557,Azerbaijan,Baku,40.29,49.56,2022,6,100560,6/1/2022,6,22-Jun
558,558,Azerbaijan,Baku,40.29,49.56,2022,7,119960,7/1/2022,6,22-Jul
559,559,Azerbaijan,Baku,40.29,49.56,2022,8,179260,8/1/2022,6,22-Aug
560,560,Azerbaijan,Baku,40.29,49.56,2022,9,124610,9/1/2022,6,22-Sep
561,561,Azerbaijan,Baku,40.29,49.56,2022,10,106170,10/1/2022,6,22-Oct
562,562,Azerbaijan,Baku,40.29,49.56,2022,11,91240,11/1/2022,5,22-Nov
563,563,Azerbaijan,Baku,40.29,49.56,2022,12,90730,12/1/2022,5,22-Dec
564,564,Azerbaijan,Baku,40.29,49.56,2023,1,9140,1/1/2023,4,23-Jan
565,565,Azerbaijan,Baku,40.29,49.56,2023,2,4130,2/1/2023,4,23-Feb
566,566,Azerbaijan,Baku,40.29,49.56,2023,3,600,3/1/2023,3,23-Mar
567,567,Azerbaijan,Baku,40.29,49.56,2023,4,900,4/1/2023,3,23-Apr
568,568,Azerbaijan,Baku,40.29,49.56,2023,5,840,5/1/2023,3,23-May
569,569,Azerbaijan,Baku,40.29,49.56,2023,6,1240,6/1/2023,4,23-Jun
570,570,Azerbaijan,Baku,40.29,49.56,2023,7,1410,7/1/2023,4,23-Jul
571,571,Azerbaijan,Baku,40.29,49.56,2023,8,1360,8/1/2023,4,23-Aug
572,572,Azerbaijan,Baku,40.29,49.56,2023,9,530,9/1/2023,3,23-Sep
573,573,Azerbaijan,Baku,40.29,49.56,2023,10,900,10/1/2023,3,23-Oct
574,574,Azerbaijan,Baku,40.29,49.56,2023,11,770,11/1/2023,3,23-Nov
575,575,Azerbaijan,Baku,40.29,49.56,2023,12,990,12/1/2023,3,23-Dec
576,576,Bahamas,Nassau,25.05,-77.2,2020,1,930,1/1/2020,3,20-Jan
577,577,Bahamas,Nassau,25.05,-77.2,2020,2,2330,2/1/2020,4,20-Feb
578,578,Bahamas,Nassau,25.05,-77.2,2020,3,2670,3/1/2020,4,20-Mar
579,579,Bahamas,Nassau,25.05,-77.2,2020,4,2210,4/1/2020,4,20-Apr
580,580,Bahamas,Nassau,25.05,-77.2,2020,5,2280,5/1/2020,4,20-May
581,581,Bahamas,Nassau,25.05,-77.2,2020,6,1530,6/1/2020,4,20-Jun
582,582,Bahamas,Nassau,25.05,-77.2,2020,7,8040,7/1/2020,4,20-Jul
583,583,Bahamas,Nassau,25.05,-77.2,2020,8,12770,8/1/2020,5,20-Aug
584,584,Bahamas,Nassau,25.05,-77.2,2020,9,13760,9/1/2020,5,20-Sep
585,585,Bahamas,Nassau,25.05,-77.2,2020,10,19580,10/1/2020,5,20-Oct
586,586,Bahamas,Nassau,25.05,-77.2,2020,11,7030,11/1/2020,4,20-Nov
587,587,Bahamas,Nassau,25.05,-77.2,2020,12,5580,12/1/2020,4,20-Dec
588,588,Bahamas,Nassau,25.05,-77.2,2021,1,5840,1/1/2021,4,21-Jan
589,589,Bahamas,Nassau,25.05,-77.2,2021,2,8570,2/1/2021,4,21-Feb
590,590,Bahamas,Nassau,25.05,-77.2,2021,3,9780,3/1/2021,4,21-Mar
591,591,Bahamas,Nassau,25.05,-77.2,2021,4,13860,4/1/2021,5,21-Apr
592,592,Bahamas,Nassau,25.05,-77.2,2021,5,10100,5/1/2021,5,21-May
593,593,Bahamas,Nassau,25.05,-77.2,2021,6,13730,6/1/2021,5,21-Jun
594,594,Bahamas,Nassau,25.05,-77.2,2021,7,23370,7/1/2021,5,21-Jul
595,595,Bahamas,Nassau,25.05,-77.2,2021,8,23670,8/1/2021,5,21-Aug
596,596,Bahamas,Nassau,25.05,-77.2,2021,9,21560,9/1/2021,5,21-Sep
597,597,Bahamas,Nassau,25.05,-77.2,2021,10,12100,10/1/2021,5,21-Oct
598,598,Bahamas,Nassau,25.05,-77.2,2021,11,3840,11/1/2021,4,21-Nov
599,599,Bahamas,Nassau,25.05,-77.2,2021,12,20110,12/1/2021,5,21-Dec
600,600,Bahamas,Nassau,25.05,-77.2,2022,1,30290,1/1/2022,5,22-Jan
