,Unnamed: 0,location,capital,lat,lon,year,month,new_cases,date,richter,date-2
955,955,Benin,Porto Novo (constitutional) / Cotonou (seat of government),6.23,2.42,2023,8,10,8/1/2023,2,23-Aug
956,956,Benin,Porto Novo (constitutional) / Cotonou (seat of government),6.23,2.42,2023,9,0,9/1/2023,0,23-Sep
957,957,Benin,Porto Novo (constitutional) / Cotonou (seat of government),6.23,2.42,2023,10,0,10/1/2023,0,23-Oct
958,958,Benin,Porto Novo (constitutional) / Cotonou (seat of government),6.23,2.42,2023,11,0,11/1/2023,0,23-Nov
959,959,Benin,Porto Novo (constitutional) / Cotonou (seat of government),6.23,2.42,2023,12,0,12/1/2023,0,23-Dec
960,960,Bhutan,Thimphu,27.31,89.45,2020,1,120,1/1/2020,3,20-Jan
961,961,Bhutan,Thimphu,27.31,89.45,2020,2,90,2/1/2020,2,20-Feb
962,962,Bhutan,Thimphu,27.31,89.45,2020,3,90,3/1/2020,2,20-Mar
963,963,Bhutan,Thimphu,27.31,89.45,2020,4,270,4/1/2020,3,20-Apr
964,964,Bhutan,Thimphu,27.31,89.45,2020,5,380,5/1/2020,3,20-May
965,965,Bhutan,Thimphu,27.31,89.45,2020,6,240,6/1/2020,3,20-Jun
966,966,Bhutan,Thimphu,27.31,89.45,2020,7,400,7/1/2020,3,20-Jul
967,967,Bhutan,Thimphu,27.31,89.45,2020,8,1140,8/1/2020,4,20-Aug
968,968,Bhutan,Thimphu,27.31,89.45,2020,9,470,9/1/2020,3,20-Sep
969,969,Bhutan,Thimphu,27.31,89.45,2020,10,450,10/1/2020,3,20-Oct
970,970,Bhutan,Thimphu,27.31,89.45,2020,11,590,11/1/2020,3,20-Nov
971,971,Bhutan,Thimphu,27.31,89.45,2020,12,2460,12/1/2020,4,20-Dec
972,972,Bhutan,Thimphu,27.31,89.45,2021,1,1110,1/1/2021,4,21-Jan
973,973,Bhutan,Thimphu,27.31,89.45,2021,2,640,2/1/2021,3,21-Feb
974,974,Bhutan,Thimphu,27.31,89.45,2021,3,630,3/1/2021,3,21-Mar
975,975,Bhutan,Thimphu,27.31,89.45,2021,4,2370,4/1/2021,4,21-Apr
976,976,Bhutan,Thimphu,27.31,89.45,2021,5,4060,5/1/2021,4,21-May
977,977,Bhutan,Thimphu,27.31,89.45,2021,6,3830,6/1/2021,4,21-Jun
978,978,Bhutan,Thimphu,27.31,89.45,2021,7,3250,7/1/2021,4,21-Jul
979,979,Bhutan,Thimphu,27.31,89.45,2021,8,840,8/1/2021,3,21-Aug
980,980,Bhutan,Thimphu,27.31,89.45,2021,9,980,9/1/2021,3,21-Sep
981,981,Bhutan,Thimphu,27.31,89.45,2021,10,780,10/1/2021,3,21-Oct
982,982,Bhutan,Thimphu,27.31,89.45,2021,11,730,11/1/2021,3,21-Nov
983,983,Bhutan,Thimphu,27.31,89.45,2021,12,680,12/1/2021,3,21-Dec
984,984,Bhutan,Thimphu,27.31,89.45,2022,1,40570,1/1/2022,5,22-Jan
985,985,Bhutan,Thimphu,27.31,89.45,2022,2,70330,2/1/2022,5,22-Feb
986,986,Bhutan,Thimphu,27.31,89.45,2022,3,129420,3/1/2022,6,22-Mar
987,987,Bhutan,Thimphu,27.31,89.45,2022,4,152400,4/1/2022,6,22-Apr
988,988,Bhutan,Thimphu,27.31,89.45,2022,5,20730,5/1/2022,5,22-May
989,989,Bhutan,Thimphu,27.31,89.45,2022,6,29270,6/1/2022,5,22-Jun
990,990,Bhutan,Thimphu,27.31,89.45,2022,7,27340,7/1/2022,5,22-Jul
991,991,Bhutan,Thimphu,27.31,89.45,2022,8,30390,8/1/2022,5,22-Aug
992,992,Bhutan,Thimphu,27.31,89.45,2022,9,28690,9/1/2022,5,22-Sep
993,993,Bhutan,Thimphu,27.31,89.45,2022,10,23790,10/1/2022,5,22-Oct
994,994,Bhutan,Thimphu,27.31,89.45,2022,11,14350,11/1/2022,5,22-Nov
995,995,Bhutan,Thimphu,27.31,89.45,2022,12,31360,12/1/2022,5,22-Dec
996,996,Bhutan,Thimphu,27.31,89.45,2023,1,590,1/1/2023,3,23-Jan
997,997,Bhutan,Thimphu,27.31,89.45,2023,2,70,2/1/2023,2,23-Feb
998,998,Bhutan,Thimphu,27.31,89.45,2023,3,70,3/1/2023,2,23-Mar
999,999,Bhutan,Thimphu,27.31,89.45,2023,4,0,4/1/2023,0,23-Apr
1000,1000,Bhutan,Thimphu,27.31,89.45,2023,5,70,5/1/2023,2,23-May
1001,1001,Bhutan,Thimphu,27.31,89.45,2023,6,30,6/1/2023,2,23-Jun
1002,1002,Bhutan,Thimphu,27.31,89.45,2023,7,0,7/1/2023,0,23-Jul
1003,1003,Bhutan,Thimphu,27.31,89.45,2023,8,0,8/1/2023,0,23-Aug
1004,1004,Bhutan,Thimphu,27.31,89.45,2023,9,130,9/1/2023,3,23-Sep
1005,1005,Bhutan,Thimphu,27.31,89.45,2023,10,0,10/1/2023,0,23-Oct
1006,1006,Bhutan,Thimphu,27.31,89.45,2023,11,0,11/1/2023,0,23-Nov
1007,1007,Bhutan,Thimphu,27.31,89.45,2023,12,0,12/1/2023,0,23-Dec
1008,1008,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,1,48830,1/1/2020,5,20-Jan
1009,1009,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,2,47520,2/1/2020,5,20-Feb
1010,1010,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,3,53320,3/1/2020,5,20-Mar
1011,1011,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,4,56990,4/1/2020,5,20-Apr
1012,1012,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,5,118520,5/1/2020,6,20-May
1013,1013,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,6,206230,6/1/2020,6,20-Jun
1014,1014,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,7,328510,7/1/2020,6,20-Jul
1015,1015,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,8,258410,8/1/2020,6,20-Aug
1016,1016,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,9,139160,9/1/2020,6,20-Sep
1017,1017,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,10,84350,10/1/2020,5,20-Oct
1018,1018,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,11,78170,11/1/2020,5,20-Nov
1019,1019,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2020,12,181230,12/1/2020,6,20-Dec
1020,1020,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,1,545140,1/1/2021,6,21-Jan
1021,1021,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,2,256000,2/1/2021,6,21-Feb
1022,1022,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,3,272190,3/1/2021,6,21-Mar
1023,1023,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,4,334620,4/1/2021,6,21-Apr
1024,1024,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,5,623150,5/1/2021,6,21-May
1025,1025,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,6,480350,6/1/2021,6,21-Jun
1026,1026,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,7,267560,7/1/2021,6,21-Jul
1027,1027,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,8,282170,8/1/2021,6,21-Aug
1028,1028,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,9,150470,9/1/2021,6,21-Sep
1029,1029,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,10,273470,10/1/2021,6,21-Oct
1030,1030,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,11,273630,11/1/2021,6,21-Nov
1031,1031,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2021,12,637540,12/1/2021,6,21-Dec
1032,1032,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,1,1527880,1/1/2022,7,22-Jan
1033,1033,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,2,371300,2/1/2022,6,22-Feb
1034,1034,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,3,224920,3/1/2022,6,22-Mar
1035,1035,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,4,135130,4/1/2022,6,22-Apr
1036,1036,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,5,220000,5/1/2022,6,22-May
1037,1037,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,6,335730,6/1/2022,6,22-Jun
1038,1038,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,7,1110320,7/1/2022,7,22-Jul
1039,1039,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,8,475430,8/1/2022,6,22-Aug
1040,1040,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,9,205720,9/1/2022,6,22-Sep
1041,1041,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,10,153120,10/1/2022,6,22-Oct
1042,1042,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,11,261890,11/1/2022,6,22-Nov
1043,1043,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2022,12,591210,12/1/2022,6,22-Dec
1044,1044,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,1,145750,1/1/2023,6,23-Jan
1045,1045,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,2,31710,2/1/2023,5,23-Feb
1046,1046,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,3,21340,3/1/2023,5,23-Mar
1047,1047,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,4,23860,4/1/2023,5,23-Apr
1048,1048,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,5,16860,5/1/2023,5,23-May
1049,1049,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,6,1170,6/1/2023,4,23-Jun
1050,1050,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,7,1590,7/1/2023,4,23-Jul
1051,1051,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,8,37070,8/1/2023,5,23-Aug
1052,1052,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,9,2490,9/1/2023,4,23-Sep
1053,1053,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,10,25890,10/1/2023,5,23-Oct
1054,1054,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,11,1890,11/1/2023,4,23-Nov
1055,1055,Bolivia,La Paz (administrative) / Sucre (legislative),-16.2,-68.1,2023,12,18350,12/1/2023,5,23-Dec
1056,1056,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,1,33790,1/1/2020,5,20-Jan
1057,1057,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,2,33110,2/1/2020,5,20-Feb
1058,1058,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,3,38300,3/1/2020,5,20-Mar
1059,1059,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,4,50460,4/1/2020,5,20-Apr
1060,1060,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,5,39730,5/1/2020,5,20-May
1061,1061,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,6,54170,6/1/2020,5,20-Jun
1062,1062,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,7,82710,7/1/2020,5,20-Jul
1063,1063,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,8,84740,8/1/2020,5,20-Aug
1064,1064,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,9,76240,9/1/2020,5,20-Sep
1065,1065,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,10,241040,10/1/2020,6,20-Oct
1066,1066,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,11,233360,11/1/2020,6,20-Nov
1067,1067,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2020,12,142200,12/1/2020,6,20-Dec
1068,1068,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,1,131030,1/1/2021,6,21-Jan
1069,1069,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,2,121690,2/1/2021,6,21-Feb
1070,1070,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,3,320930,3/1/2021,6,21-Mar
1071,1071,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,4,184260,4/1/2021,6,21-Apr
1072,1072,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,5,83590,5/1/2021,5,21-May
1073,1073,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,6,52930,6/1/2021,5,21-Jun
1074,1074,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,7,49900,7/1/2021,5,21-Jul
1075,1075,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,8,173960,8/1/2021,6,21-Aug
1076,1076,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,9,199220,9/1/2021,6,21-Sep
1077,1077,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,10,155700,10/1/2021,6,21-Oct
1078,1078,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,11,159870,11/1/2021,6,21-Nov
1079,1079,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2021,12,170200,12/1/2021,6,21-Dec
1080,1080,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,1,426290,1/1/2022,6,22-Jan
1081,1081,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,2,119360,2/1/2022,6,22-Feb
1082,1082,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,3,51590,3/1/2022,5,22-Mar
1083,1083,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,4,57480,4/1/2022,5,22-Apr
1084,1084,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,5,32510,5/1/2022,5,22-May
1085,1085,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,6,32250,6/1/2022,5,22-Jun
1086,1086,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,7,86970,7/1/2022,5,22-Jul
1087,1087,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,8,79410,8/1/2022,5,22-Aug
1088,1088,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,9,41260,9/1/2022,5,22-Sep
1089,1089,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,10,79980,10/1/2022,5,22-Oct
1090,1090,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,11,51520,11/1/2022,5,22-Nov
1091,1091,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2022,12,38170,12/1/2022,5,22-Dec
1092,1092,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,1,2880,1/1/2023,4,23-Jan
1093,1093,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,2,1190,2/1/2023,4,23-Feb
1094,1094,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,3,450,3/1/2023,3,23-Mar
1095,1095,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,4,220,4/1/2023,3,23-Apr
1096,1096,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,5,190,5/1/2023,3,23-May
1097,1097,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,6,300,6/1/2023,3,23-Jun
1098,1098,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,7,80,7/1/2023,2,23-Jul
1099,1099,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,8,0,8/1/2023,0,23-Aug
1100,1100,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,9,300,9/1/2023,3,23-Sep
1101,1101,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,10,400,10/1/2023,3,23-Oct
1102,1102,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,11,270,11/1/2023,3,23-Nov
1103,1103,Bosnia and Herzegovina,Sarajevo,43.52,18.26,2023,12,160,12/1/2023,3,23-Dec
1104,1104,Botswana,Gaborone,-24.45,25.57,2020,1,940,1/1/2020,3,20-Jan
1105,1105,Botswana,Gaborone,-24.45,25.57,2020,2,20,2/1/2020,2,20-Feb
1106,1106,Botswana,Gaborone,-24.45,25.57,2020,3,8430,3/1/2020,4,20-Mar
1107,1107,Botswana,Gaborone,-24.45,25.57,2020,4,2880,4/1/2020,4,20-Apr
1108,1108,Botswana,Gaborone,-24.45,25.57,2020,5,12060,5/1/2020,5,20-May
1109,1109,Botswana,Gaborone,-24.45,25.57,2020,6,2160,6/1/2020,4,20-Jun
1110,1110,Botswana,Gaborone,-24.45,25.57,2020,7,10560,7/1/2020,5,20-Jul
1111,1111,Botswana,Gaborone,-24.45,25.57,2020,8,6160,8/1/2020,4,20-Aug
1112,1112,Botswana,Gaborone,-24.45,25.57,2020,9,9270,9/1/2020,4,20-Sep
1113,1113,Botswana,Gaborone,-24.45,25.57,2020,10,39640,10/1/2020,5,20-Oct
1114,1114,Botswana,Gaborone,-24.45,25.57,2020,11,25180,11/1/2020,5,20-Nov
1115,1115,Botswana,Gaborone,-24.45,25.57,2020,12,30750,12/1/2020,5,20-Dec
1116,1116,Botswana,Gaborone,-24.45,25.57,2021,1,118060,1/1/2021,6,21-Jan
1117,1117,Botswana,Gaborone,-24.45,25.57,2021,2,145990,2/1/2021,6,21-Feb
1118,1118,Botswana,Gaborone,-24.45,25.57,2021,3,79110,3/1/2021,5,21-Mar
1119,1119,Botswana,Gaborone,-24.45,25.57,2021,4,58370,4/1/2021,5,21-Apr
1120,1120,Botswana,Gaborone,-24.45,25.57,2021,5,233550,5/1/2021,6,21-May
1121,1121,Botswana,Gaborone,-24.45,25.57,2021,6,138850,6/1/2021,6,21-Jun
1122,1122,Botswana,Gaborone,-24.45,25.57,2021,7,292660,7/1/2021,6,21-Jul
1123,1123,Botswana,Gaborone,-24.45,25.57,2021,8,241920,8/1/2021,6,21-Aug
1124,1124,Botswana,Gaborone,-24.45,25.57,2021,9,267330,9/1/2021,6,21-Sep
1125,1125,Botswana,Gaborone,-24.45,25.57,2021,10,73520,10/1/2021,5,21-Oct
1126,1126,Botswana,Gaborone,-24.45,25.57,2021,11,48270,11/1/2021,5,21-Nov
1127,1127,Botswana,Gaborone,-24.45,25.57,2021,12,349410,12/1/2021,6,21-Dec
1128,1128,Botswana,Gaborone,-24.45,25.57,2022,1,206040,1/1/2022,6,22-Jan
1129,1129,Botswana,Gaborone,-24.45,25.57,2022,2,42950,2/1/2022,5,22-Feb
1130,1130,Botswana,Gaborone,-24.45,25.57,2022,3,471460,3/1/2022,6,22-Mar
1131,1131,Botswana,Gaborone,-24.45,25.57,2022,4,5950,4/1/2022,4,22-Apr
1132,1132,Botswana,Gaborone,-24.45,25.57,2022,5,39290,5/1/2022,5,22-May
1133,1133,Botswana,Gaborone,-24.45,25.57,2022,6,207450,6/1/2022,6,22-Jun
1134,1134,Botswana,Gaborone,-24.45,25.57,2022,7,55740,7/1/2022,5,22-Jul
1135,1135,Botswana,Gaborone,-24.45,25.57,2022,8,400,8/1/2022,3,22-Aug
1136,1136,Botswana,Gaborone,-24.45,25.57,2022,9,3970,9/1/2022,4,22-Sep
1137,1137,Botswana,Gaborone,-24.45,25.57,2022,10,52040,10/1/2022,5,22-Oct
1138,1138,Botswana,Gaborone,-24.45,25.57,2022,11,3890,11/1/2022,4,22-Nov
1139,1139,Botswana,Gaborone,-24.45,25.57,2022,12,13930,12/1/2022,5,22-Dec
1140,1140,Botswana,Gaborone,-24.45,25.57,2023,1,9970,1/1/2023,4,23-Jan
1141,1141,Botswana,Gaborone,-24.45,25.57,2023,2,2330,2/1/2023,4,23-Feb
1142,1142,Botswana,Gaborone,-24.45,25.57,2023,3,2110,3/1/2023,4,23-Mar
1143,1143,Botswana,Gaborone,-24.45,25.57,2023,4,0,4/1/2023,0,23-Apr
1144,1144,Botswana,Gaborone,-24.45,25.57,2023,5,0,5/1/2023,0,23-May
1145,1145,Botswana,Gaborone,-24.45,25.57,2023,6,2670,6/1/2023,4,23-Jun
1146,1146,Botswana,Gaborone,-24.45,25.57,2023,7,0,7/1/2023,0,23-Jul
1147,1147,Botswana,Gaborone,-24.45,25.57,2023,8,0,8/1/2023,0,23-Aug
1148,1148,Botswana,Gaborone,-24.45,25.57,2023,9,1590,9/1/2023,4,23-Sep
1149,1149,Botswana,Gaborone,-24.45,25.57,2023,10,0,10/1/2023,0,23-Oct
1150,1150,Botswana,Gaborone,-24.45,25.57,2023,11,0,11/1/2023,0,23-Nov
1151,1151,Botswana,Gaborone,-24.45,25.57,2023,12,0,12/1/2023,0,23-Dec
1152,1152,Brazil,Brasilia,-15.47,-47.55,2020,1,2519340,1/1/2020,7,20-Jan
1153,1153,Brazil,Brasilia,-15.47,-47.55,2020,2,2422470,2/1/2020,7,20-Feb
1154,1154,Brazil,Brasilia,-15.47,-47.55,2020,3,2351720,3/1/2020,7,20-Mar
1155,1155,Brazil,Brasilia,-15.47,-47.55,2020,4,3141400,4/1/2020,7,20-Apr
1156,1156,Brazil,Brasilia,-15.47,-47.55,2020,5,5830280,5/1/2020,7,20-May
1157,1157,Brazil,Brasilia,-15.47,-47.55,2020,6,8090410,6/1/2020,7,20-Jun
1158,1158,Brazil,Brasilia,-15.47,-47.55,2020,7,10128220,7/1/2020,8,20-Jul
1159,1159,Brazil,Brasilia,-15.47,-47.55,2020,8,9678770,8/1/2020,7,20-Aug
1160,1160,Brazil,Brasilia,-15.47,-47.55,2020,9,7397030,9/1/2020,7,20-Sep
1161,1161,Brazil,Brasilia,-15.47,-47.55,2020,10,7096990,10/1/2020,7,20-Oct
1162,1162,Brazil,Brasilia,-15.47,-47.55,2020,11,8102430,11/1/2020,7,20-Nov
1163,1163,Brazil,Brasilia,-15.47,-47.55,2020,12,10249220,12/1/2020,8,20-Dec
1164,1164,Brazil,Brasilia,-15.47,-47.55,2021,1,14622250,1/1/2021,8,21-Jan
1165,1165,Brazil,Brasilia,-15.47,-47.55,2021,2,12516340,2/1/2021,8,21-Feb
1166,1166,Brazil,Brasilia,-15.47,-47.55,2021,3,18311510,3/1/2021,8,21-Mar
1167,1167,Brazil,Brasilia,-15.47,-47.55,2021,4,15660350,4/1/2021,8,21-Apr
1168,1168,Brazil,Brasilia,-15.47,-47.55,2021,5,16669450,5/1/2021,8,21-May
1169,1169,Brazil,Brasilia,-15.47,-47.55,2021,6,17080920,6/1/2021,8,21-Jun
1170,1170,Brazil,Brasilia,-15.47,-47.55,2021,7,13478560,7/1/2021,8,21-Jul
1171,1171,Brazil,Brasilia,-15.47,-47.55,2021,8,9414590,8/1/2021,7,21-Aug
1172,1172,Brazil,Brasilia,-15.47,-47.55,2021,9,8258530,9/1/2021,7,21-Sep
1173,1173,Brazil,Brasilia,-15.47,-47.55,2021,10,7119320,10/1/2021,7,21-Oct
1174,1174,Brazil,Brasilia,-15.47,-47.55,2021,11,6023590,11/1/2021,7,21-Nov
1175,1175,Brazil,Brasilia,-15.47,-47.55,2021,12,5703880,12/1/2021,7,21-Dec
1176,1176,Brazil,Brasilia,-15.47,-47.55,2022,1,31916280,1/1/2022,8,22-Jan
1177,1177,Brazil,Brasilia,-15.47,-47.55,2022,2,17764820,2/1/2022,8,22-Feb
1178,1178,Brazil,Brasilia,-15.47,-47.55,2022,3,10879430,3/1/2022,8,22-Mar
1179,1179,Brazil,Brasilia,-15.47,-47.55,2022,4,6943940,4/1/2022,7,22-Apr
1180,1180,Brazil,Brasilia,-15.47,-47.55,2022,5,8712910,5/1/2022,7,22-May
1181,1181,Brazil,Brasilia,-15.47,-47.55,2022,6,12208280,6/1/2022,8,22-Jun
1182,1182,Brazil,Brasilia,-15.47,-47.55,2022,7,11811360,7/1/2022,8,22-Jul
1183,1183,Brazil,Brasilia,-15.47,-47.55,2022,8,8928750,8/1/2022,7,22-Aug
1184,1184,Brazil,Brasilia,-15.47,-47.55,2022,9,5826490,9/1/2022,7,22-Sep
1185,1185,Brazil,Brasilia,-15.47,-47.55,2022,10,5117190,10/1/2022,7,22-Oct
1186,1186,Brazil,Brasilia,-15.47,-47.55,2022,11,7981820,11/1/2022,7,22-Nov
1187,1187,Brazil,Brasilia,-15.47,-47.55,2022,12,12304510,12/1/2022,8,22-Dec
1188,1188,Brazil,Brasilia,-15.47,-47.55,2023,1,2505360,1/1/2023,7,23-Jan
1189,1189,Brazil,Brasilia,-15.47,-47.55,2023,2,1521180,2/1/2023,7,23-Feb
1190,1190,Brazil,Brasilia,-15.47,-47.55,2023,3,460850,3/1/2023,6,23-Mar
1191,1191,Brazil,Brasilia,-15.47,-47.55,2023,4,618900,4/1/2023,6,23-Apr
1192,1192,Brazil,Brasilia,-15.47,-47.55,2023,5,0,5/1/2023,0,23-May
1193,1193,Brazil,Brasilia,-15.47,-47.55,2023,6,654490,6/1/2023,6,23-Jun
1194,1194,Brazil,Brasilia,-15.47,-47.55,2023,7,92170,7/1/2023,5,23-Jul
1195,1195,Brazil,Brasilia,-15.47,-47.55,2023,8,96920,8/1/2023,5,23-Aug
1196,1196,Brazil,Brasilia,-15.47,-47.55,2023,9,75180,9/1/2023,5,23-Sep
1197,1197,Brazil,Brasilia,-15.47,-47.55,2023,10,876400,10/1/2023,6,23-Oct
1198,1198,Brazil,Brasilia,-15.47,-47.55,2023,11,391490,11/1/2023,6,23-Nov
1199,1199,Brazil,Brasilia,-15.47,-47.55,2023,12,215610,12/1/2023,6,23-Dec
1200,1200,British Virgin Islands,Road Town,18.27,-64.37,2020,1,10,1/1/2020,2,20-Jan
1201,1201,British Virgin Islands,Road Town,18.27,-64.37,2020,2,0,2/1/2020,0,20-Feb
1202,1202,British Virgin Islands,Road Town,18.27,-64.37,2020,3,30,3/1/2020,2,20-Mar
1203,1203,British Virgin Islands,Road Town,18.27,-64.37,2020,4,190,4/1/2020,3,20-Apr
1204,1204,British Virgin Islands,Road Town,18.27,-64.37,2020,5,20,5/1/2020,2,20-May
1205,1205,British Virgin Islands,Road Town,18.27,-64.37,2020,6,10,6/1/2020,2,20-Jun
1206,1206,British Virgin Islands,Road Town,18.27,-64.37,2020,7,0,7/1/2020,0,20-Jul
1207,1207,British Virgin Islands,Road Town,18.27,-64.37,2020,8,380,8/1/2020,3,20-Aug
1208,1208,British Virgin Islands,Road Town,18.27,-64.37,2020,9,50,9/1/2020,2,20-Sep
1209,1209,British Virgin Islands,Road Town,18.27,-64.37,2020,10,30,10/1/2020,2,20-Oct
1210,1210,British Virgin Islands,Road Town,18.27,-64.37,2020,11,10,11/1/2020,2,20-Nov
1211,1211,British Virgin Islands,Road Town,18.27,-64.37,2020,12,130,12/1/2020,3,20-Dec
1212,1212,British Virgin Islands,Road Town,18.27,-64.37,2021,1,510,1/1/2021,3,21-Jan
1213,1213,British Virgin Islands,Road Town,18.27,-64.37,2021,2,1310,2/1/2021,4,21-Feb
1214,1214,British Virgin Islands,Road Town,18.27,-64.37,2021,3,940,3/1/2021,3,21-Mar
1215,1215,British Virgin Islands,Road Town,18.27,-64.37,2021,4,800,4/1/2021,3,21-Apr
1216,1216,British Virgin Islands,Road Town,18.27,-64.37,2021,5,400,5/1/2021,3,21-May
